author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Topic
1207029814147895296,2022-04-04 23:09:07+00:00, ,1511118700065210374,en,0,0,0,0,Twitter for iPad,"@SparksEchidna Autism is just a different way of thinking, even if it’s classified as a disability I still feel normal and like every other person. I already said my piece toward her but if she denies and blocks me then it proves my point. 

She doesn’t deserve her daughter",Diagnosis
1028812967301791744,2022-04-04 23:08:11+00:00, ,1511118464131424262,en,4,3,0,0,Twitter Web App,"@JPXAeris Autism is a spectrum-based disorder, with some ending up being on the severe end of the spectrum to the point that they end up having a much lower mental age, and childcare duties being so time-taxing that it can wear out the carers, thus in the UK, there's respite care services.",Diagnosis
17491245,2022-04-04 23:07:48+00:00, ,1511118368098635783,en,0,0,0,0,Twitter Web App,"8. And whether support needs are low, medium, or high...if there was a cure for autism...like some magical pill or a vaccine.  What do people think will remain of the formerly-autistic person?  What would they WANT to remain?",Diagnosis
17491245,2022-04-04 23:07:47+00:00, ,1511118362759286794,en,0,0,1,0,Twitter Web App,"4. We talked a lot.  A part of me wishes I had just told him to Fuck off.  But...Maybe it was better that I was nice?  I don't know.  

At one point, I asked him his viewpoint of autism.  Does he see it as a disorder? Something that needs to be cured?",Diagnosis
23178004,2022-04-04 23:04:10+00:00, ,1511117453929201667,en,2,0,2,0,Twitter for iPhone,"@Egen_Mashley @Kitty82764893 @lucacoleman999 @haynes_wiley My point is, the rates of autism have skyrocketed since pregnant moms stopped drinking &amp; smoking. The amount of vaccines children take now, however, is way higher than the kids of the naughty 70s moms.",Diagnosis
1349401983078305793,2022-04-04 23:03:49+00:00, ,1511117362908610568,en,0,0,0,0,WordPress.com,Delays in the diagnosis and treatment of autism due to COVID https://t.co/bUBLmc9NNZ,Diagnosis
1415901718508879875,2022-04-04 23:02:58+00:00, ,1511117150366404614,en,0,0,0,0,Twitter for Android,reminder that there needs to be further distincitions with grouping and categorizing the severity of autism diagnosis,Diagnosis
1256035405197004801,2022-04-04 23:02:42+00:00, ,1511117082896723968,en,2,0,1,0,Twitter Web App,"hot take: stop correcting autistic people when we use terms like ""low/high functioning"" for ourselves. these labels have never been apart of the DSM, and to suddenly go ""no, this is wrong, your identity AS YOU KNOW IT is a lie"" is not only jarring, its triggering.",Diagnosis
745784928340582401,2022-04-05 23:58:16+00:00, ,1511493453468815361,en,0,0,0,0,ClintrumpBot,Vote crotch-bulge 2018. My son got autism from listening to my webinar.,Diagnosis
1373692097971228672,2022-04-05 23:55:53+00:00, ,1511492853788135427,en,1,0,0,0,Twitter for iPhone,"Celebrating neurodiversity is a way ofacknowledging the strengths of various brain differences including: Autism, ADHD, Dyslexia, Dyspraxia and other brain differences.",Diagnosis
30733646,2022-04-05 23:54:16+00:00, ,1511492448207491075,en,2,0,0,0,Twitter for Android,"@IowaPeg @karabear_1 @EmperorSolaria @Ravie777 @BadMedicalTakes You can assume but you have no idea. Good thing there are other ways to communicate and give individuals autonomy. And autism in an of itself is not a defect, deformity, learning disability, etc. Though those things can co-occur with autism (dyslexia, dysgraphia, dyspraxia, etc).",Diagnosis
1421183178602078210,2022-04-05 23:52:33+00:00, ,1511492016571654147,en,0,0,1,0,Twitter Web App,@Beacher501 @wedoinyourmom @betterthanNFTs autism is a spectrum disorder bud,Diagnosis
856199339374456833,2022-04-05 23:47:47+00:00, ,1511490817424248835,en,28,0,1,0,Twitter for Android,@cmlongville @milya_md @soundslikecanoe Okay but an interviewer is not entitled to my autism diagnosis. So you would just be prejudice because you think I'm bad at eye contact or bad at hand shaking. Which both have nothing to do with my job. It's terrifying seeing that people like you control my future,Diagnosis
4353005483,2022-04-05 23:47:44+00:00, ,1511490804497453060,en,5,0,0,0,Twitter for iPhone,Why is everyone self diagnosing themselves with autism lol,Diagnosis
60802998,2022-04-05 23:46:08+00:00, ,1511490400556654601,en,1,0,0,0,"Clearview Social, Inc.","#Autism impacts individuals differently—there is no one way to be autistic! Join REDW, REDW Wealth &amp; ABG Southwest in celebrating #AutismAcceptanceMonth! We're honoring the contributions of autistic people in our firm, and with our clients &amp; communities. https://t.co/PPyRpFizQF",Diagnosis
1480313444536659968,2022-04-05 23:45:39+00:00, ,1511490280712773634,en,1,0,0,0,Twitter for iPad,@DisabledQHuman That is correct. I remember my parents making me take the Johnson O’Connor aptitude test when I was in High School. I scored a 99% on the Graphoria section which was number pattern recognition. They had never seen anyone score that high. They had no idea I was autistic. 😊,Diagnosis
1340327556403359744,2022-04-05 23:43:54+00:00, ,1511489838184292355,en,0,0,1,0,Twitter Web App,"@koluke2 @Raz_sussy @wedoinyourmom @betterthanNFTs you are fucking stupid

autism is not a disability and why would i have to prove it to you its something your born with idiot",Diagnosis
1438809366,2022-04-05 23:43:52+00:00, ,1511489829288218629,en,5,0,1,0,Twitter Web App,"@shelleypetersen @hiidenlieko22 @Harpyimages @HolSmale @aheeleyRIBA First, you need to separate comorbidities from autism. There is no 'severe autism', but some comorbidities can be severe.
What do you say about deaf people who communicate with sign language, should they be forced to get an implant so they can communicate 'properly'?
1/x",Diagnosis
18967040,2022-04-05 23:43:01+00:00, ,1511489615999422475,en,10,0,0,0,Twitter for iPhone,"@TizzyEnt Yes!  Thank you!  As a parent to an autistic 5 yr old girl, especially during Autism Acceptance Month, the notion that it is a “disease” that needs to be “cured” is incredibly harmful to Autistic individuals.  Thanks for the good work!",Diagnosis
744975575836590081,2022-04-05 23:42:30+00:00, ,1511489486227746823,en,0,0,0,0,Twitter for Android,"As a white autistic, I do not need awareness this #AutismAcceptanceMonth. You know who does? Autistic people of color, ESPECIALLY women of color, because they are almost never given the privilege of diagnosis and many go their entire lives without it, let alone aid.",Diagnosis
1481404845240332294,2022-04-05 23:40:34+00:00, ,1511488998832848898,en,0,1,1,0,Twitter for Android,"If you ever feel stupid, remember there's people that think autism isn't a disability",Diagnosis
532279572,2022-04-05 23:39:01+00:00, ,1511488610452873227,en,1,0,1,0,Twitter Web App,"@andvamom2 @DivaGirlLove2 @NoLieWithBTC @FireBirdRises @TimInHonolulu Mutations occur more often than inheritance of genetic codes that run in family The Sparks study is a good example of this regarding autism. It does show a genetic pattern, BUT we don't know if there is only one way to be born with autism as a mutation. More study required.",Diagnosis
1355340825912373251,2022-04-05 23:37:08+00:00, ,1511488135166889985,en,1,0,0,0,Twitter for iPhone,@zumbi_fiesta Basing ppls autism level on how u perceive them socially as if social shit isn’t the exact thing we don’t see eye to eye on w NT people LOL it’s weird as fuck,Diagnosis
2969947172,2022-04-05 23:35:03+00:00, ,1511487610929049601,en,8,0,0,0,Twitter Web App,"Hello, I am an adult with probable (on the wait list for the appointment) autism.

Not only am I completely responsible for myself, I'm the head of my family. I manage the food, the budget, the paperwork, doctors appointments and everything else that comes with a disabled family. https://t.co/QgS1GqBZmi",Diagnosis
1498803976510193664,2022-04-05 23:32:17+00:00, ,1511486914540437504,en,0,0,0,0,Twitter Web App,"@AlboMP Anything to get your kids on a pill for life. Autism/adhd all on the rise especially in boys who arent sit and do as youre told robots, almost like they dont want free thinkers in their plan. Just as creepy as Dans tweet about ""all babies will be able to participate in a trial"".",Diagnosis
1069751581007101954,2022-04-05 23:31:34+00:00, ,1511486735858819073,en,1,0,0,0,Twitter for Android,"I watch my autistic housemate do his stimming pacing and know i do the exact same ONLY when no one is around, because of rampant abuse that didn't allow me. Am. Am I on the spectrum?",Diagnosis
894726654047727617,2022-04-05 23:29:43+00:00, ,1511486271490863113,en,4,0,1,0,Twitter for Android,@keffals @Enby_Firearms Neurodivergent is more than adhd and autism it's a wide range. Allistic is non autistic,Diagnosis
1365712466680938506,2022-04-05 23:29:03+00:00, ,1511486102129065988,en,4,0,0,0,Twitter for iPhone,@TizzyEnt She’s also been fighting with autistic adults for a couple days for telling her how wrong she is for thinking it could be cured and keeps saying it’s a disease.,Diagnosis
370338024,2022-04-05 23:25:19+00:00, ,1511485161543815176,en,1,0,0,0,Twitter Web App,"@MassiveDork Yeah it's not a disease at all. I was thinking of like how Bipolar disorder can be treated with meds, depression and anxiety can be treated with meds, so I see nothing wrong with there being medicine to help treat autism too if it's to the point it's interfering with their lives",Diagnosis
64791948,2022-04-05 23:24:20+00:00, ,1511484914838896640,en,0,0,1,0,Twitter for iPhone,"I’m just gonna say it and idgaf. You bitches on TikTok need to grow up and stop thinking that just because some girl with a million followers thinks she’s autistic coz she can’t ✨focus✨, means that you’re also autistic. How fucking dumb can you be? Brainwashed ass society.",Diagnosis
1509219404327890944,2022-04-05 23:21:02+00:00, ,1511484085830565898,en,3,0,0,0,Twitter for Android,"I am genderfluid with highfunctioning autism. (Aspergers)
I never actually thought I could communicate and bond in social situations. 
Vanguard showed the way and I'm very very thankful.
I hate seeing communities fight... https://t.co/yHtP9XBZzM",Diagnosis
185115193,2022-04-05 23:18:13+00:00, ,1511483374359171075,en,0,0,0,0,WordPress.com,"Autism could be spotted in the WOMB, study suggests https://t.co/LyhxjJEisJ",Diagnosis
1351744954335301643,2022-04-05 23:17:59+00:00, ,1511483319359213570,en,0,0,1,0,Twitter for Android,"@awesomebrandi I agree there have always been autistic people, any glance through history will show that, and I also agree that it is woefully underdiagnosed. However, there is solid evidence that hypothyroid mothers are more likely to have autistic children, hypothyroidism is fast increasing.",Diagnosis
4873235055,2022-04-05 23:17:53+00:00, ,1511483292830339073,en,1,0,0,0,Twitter for iPhone,"@PaperCakes I’m an only child, and my mom would let me sleep on my stomach because often it was the only way I’d get to sleep lol 😂 But I’m sure Karens would say that’s why I’m autistic and not genetics or the fact I had a pretty traumatic birth lol",Diagnosis
23079139,2022-04-05 23:17:50+00:00, ,1511483278360027138,en,7,0,2,0,Twitter Web App,"@JezCorden Yep still got mine and what an absolute disappointment. Failed everything because I was undiagnosed with autism so couldn't cope with the bullying, stress of exams and exam conditions",Diagnosis
4928146841,2022-04-05 23:13:50+00:00, ,1511482271571890182,en,26,0,1,2,Twitter Web App,All autistic people are different but almost all stories featuring autistic people are the same and it makes it seem like autistic people can't have any stories in which they're the star and not treated like a burden. 4/4,Diagnosis
1215374447579992066,2022-04-05 23:12:57+00:00, ,1511482048879472641,en,0,0,0,0,Twitter for iPhone,@realMrPatriot You can see the autism.,Diagnosis
1216829944032088067,2022-04-05 23:08:03+00:00, ,1511480818014859268,en,0,0,1,0,Twitter for iPhone,@FugereNonPossum Like… autism is a spectrum. You think I don’t also try my very hardest to read things? Man…,Diagnosis
1236859811737763840,2022-04-05 23:07:24+00:00, ,1511480655854645250,en,11,0,0,1,Twitter for Android,"Autism isn't a contagious virus that needs a cure of some sort.

The only one who needs any sort of help is you. https://t.co/njejpKe8oz",Diagnosis
43351262,2022-04-05 23:00:18+00:00, ,1511478869185945603,en,2,0,0,4,True Anthem,A new Wilfrid Laurier University study found that the families of children diagnosed with autism are experiencing immense strain when trying to access supports.  https://t.co/e1TevE46xi,Diagnosis
1467098233159696391,2022-04-05 22:59:30+00:00, ,1511478664088674312,en,0,0,0,0,Twitter Web App,"@feline_female This is a really, REALLY late reply, might be a bit weird, but I saw in some of your other tweets that you're a MH professional so I thought I would ask - are you aware that autism isn't a mental illness?",Diagnosis
3937012092,2022-04-05 22:59:21+00:00, ,1511478627833368576,en,1,0,1,0,Twitter for Android,"@LittenFire_ I don't mind medication to help with severe symptoms should they have the choice to take it, because it can be  detrimental for some people.

Where I draw the line is comparing Autism to a disease. It's not, it's a condition that requires understanding and patience to deal with.",Diagnosis
587017069,2022-04-05 22:56:13+00:00, ,1511477839870119936,en,0,0,1,0,Twitter Web App,"So if you’re still with me you might be asking why I’m sharing this novel with you.

It’s Autism Acceptance Month. And I’m proud of my little boy. He is not defective or broken. And doesn’t need to be fixed. He’s a wonderful boy with a different perspective of the world.",Diagnosis
2392851672,2022-04-05 22:56:02+00:00, ,1511477794668220422,en,1,0,0,0,Twitter for iPhone,What about 53000 child with Autism and there families @Sflecce @fordnation @OntAutism @AndreaHorwath @StevenDelDuca @AutismONT @autismspeaksCAN https://t.co/20AMLjsVgi,Diagnosis
1427766040520450054,2022-04-05 22:55:29+00:00, ,1511477654192627714,en,1,0,0,0,Twitter for iPhone,"Painting our infinity sign for #AutismAcceptanceMonth Month! Many people are used the puzzle piece for autism, but many adults with autism &amp; those that work with them are using the infinity sign. It shows autism as a spectrum &amp; highlights the diversity of each person with autism. https://t.co/baUtrY6CYw",Diagnosis
1509834104937881603,2022-04-05 22:54:34+00:00, ,1511477425082978312,en,2,0,0,0,Twitter for Android,"@shelleypetersen @HolSmale @aheeleyRIBA - make them lesser, but AUTISM SPECIFICALLY is not really a disease. It's a neurotype. It's a type of brain. It's not something we ""suffer from"". We wouldn't *inherently* be healthier if we weren't autistic, we'd just be completely different people. Erased&amp;overwritten.",Diagnosis
1501295489777639431,2022-04-05 22:54:30+00:00, ,1511477408767135745,en,1,0,0,0,Twitter for iPhone,"In 2021, the @CDCgov reported that approximately 1 in 44 children in the U.S. is diagnosed with an autism spectrum disorder (ASD), according to 2018 data. April is Autism Awareness Month and is dedicated to spreading awareness, acceptance, and understanding of people with autism. https://t.co/e2uyj2nriw",Diagnosis
990739392556912640,2022-04-05 22:53:47+00:00, ,1511477228344729606,en,1,0,1,0,Twitter Web App,@celestialsimsie I was misdiagnosed as ADHD for many years before being re-diagnosed with autism so I feel your struggle with school. Congrats on your soon-to-be graduation! it's a big accomplishment!!,Diagnosis
1506003565214670856,2022-04-05 22:53:27+00:00, ,1511477145175998469,en,0,0,0,0,Twitter Web App,@PixelTheBrave @serryn9 I don't totally agree with you. I know autism is a problem in the brain of the human being. mentally they get destroyed sometimes when other people chat with her. its not her fault that there is no cure.,Diagnosis
2786283880,2022-04-05 22:53:07+00:00, ,1511477057846456322,en,0,0,0,0,HubSpot,"#Autism impacts individuals differently—there is no one way to be autistic! Join us in celebrating #AutismAcceptanceMonth! We're honoring the contributions of autistic people in our firm, and with our clients &amp; communities. https://t.co/gUrK7wNIpt",Diagnosis
1509834104937881603,2022-04-05 22:50:32+00:00, ,1511476410011074566,en,1,0,1,0,Twitter for Android,"@shelleypetersen @HolSmale @aheeleyRIBA Also, the reason many of us see ""disease"" as offensive specifically re:AUTISM isn't because we think it's ""lesser"" to have some kind of a disease. It's specifically about autism and the hurtful rhetoric that it should/could be cured. Someone having a disease doesn't - 1/2",Diagnosis
1367626116433915904,2022-04-05 22:47:38+00:00, ,1511475679723933698,en,5,0,1,0,Twitter Web App,"remembering that time an actual fucking doctor with a phd told me i have ""an autistic personality but am not autistic because (i am) a female and its a trend."" really really love that /sarc",Diagnosis
736509200038121472,2022-04-05 22:46:07+00:00, ,1511475297941704710,en,5,1,0,0,Twitlonger,"My experience as someone with mild autism

Read: https://t.co/K6GGwmn7cu",Diagnosis
1484678741620101130,2022-04-05 22:45:53+00:00, ,1511475239997386759,en,2,0,1,0,Twitter Web App,riot should be ashamed of themselves. i have possible (undiagnosed) autism. understanding games is genuinely so fucking hard for me. i haven't gotten any better in league over 3 years... one of my friends got perma'd for defending me from a flaming angry gamerboy? amazing company,Diagnosis
967964508260990981,2022-04-05 22:45:23+00:00, ,1511475111290757120,en,15,0,0,4,Twitter for iPhone,This goes to how disability is framed in general. One of the first things I was taught in engineering school was to frame disability based on needs and accommodations/ lack thereof. I don’t believe any disability can be separate from the environment. It’s not specific to autism. https://t.co/xSblxw9aIA,Diagnosis
1359226785192370176,2022-04-05 22:44:36+00:00, ,1511474916788420609,en,4,0,0,0,Twitter for iPhone,"I hate the "" girl with autism vs boy with autsim"" videos where they infantilise the girls and show the boys as uncontrollable and aggressive.",Diagnosis
722777814978535424,2022-04-05 22:39:00+00:00, ,1511473507686780928,en,0,0,1,0,Twitter for iPad,"On the idea of Asian history month coming up now or soon is how Asians tend to coincide with indigenous culture to a highly unique degree. You wonder why we tend to be more naturally autistic or malicious, but then you also associate us to be politically defunct and hideous.",Diagnosis
1472851744891699201,2022-04-05 22:38:21+00:00, ,1511473341403566081,en,7,0,0,1,Twitter for iPhone,"WHAT?!

That’s it! You’re officially one of the most disgusting human beings I’ve ever seen &amp; it’s one of the worst takes I’ve ever seen. Autism is an disability, not an flipping disease. 

#AutismAcceptance #AutismAcceptanceMonth https://t.co/PTH2ZNPmqq",Diagnosis
909409234617499648,2022-04-06 23:57:23+00:00, ,1511855622488219658,en,0,0,0,2,SamReadWriteBot,Algorithm uses brain 'fingerprints' to estimate autism https://t.co/4kL7YJCe4P #Algorithm #AI #ArtificialIntelligence… https://t.co/QrEvB0ddOn,Diagnosis
1468242640063844365,2022-04-06 23:56:05+00:00, ,1511855291784212480,en,0,0,1,0,Twitter for iPhone,Is Autism legit? I read the signs &amp; a lot sound like me lmao. I don’t think those are permanent things due to a disorder tho? Maybe someone genuinely is overloaded from the bs in schools. Chile i bet ppl with social anxiety/cptsd get diagnosed as autistic,Diagnosis
702573056330502144,2022-04-06 23:55:49+00:00, ,1511855226147508231,en,0,0,1,0,Twitter for iPhone,autism= disability. skin allergic reaction from soap= probs not a disability. idk how to spell it out any clearer lol,Diagnosis
1296277191278305282,2022-04-06 23:55:34+00:00, ,1511855164117770241,en,1,0,0,0,Twitter Web App,"One in 44 children are diagnosed with Autism. As the fastest-growing developmental disability in the US, you or someone you know and love is a part of the Autism community. Be the connection this April by supporting the Autism Society. https://t.co/St0J3bwXRR https://t.co/ntK5arJlzX",Diagnosis
1279511402525462529,2022-04-06 23:54:40+00:00, ,1511854937210241030,en,1,1,0,0,Twitter for Android,Imma keep saying it : Autism is a superpower not a disability. https://t.co/ITiaUsX2j7,Diagnosis
1327777656520257536,2022-04-06 23:53:42+00:00, ,1511854695622524929,en,7,0,1,0,Twitter Web App,"» Divergent Mind: Thriving in a World That Wasn't Designed for You

People with ADHD, autism, high sensitivity, and sensory processing disorder exploring why these traits are overlooked in women and how society benefits from allowing their unique strengths to flourish https://t.co/fIoyl09KIh",Diagnosis
319426739,2022-04-06 23:47:48+00:00, ,1511853210650218499,en,3,0,3,0,Twitter for iPhone,I truly don’t believe Autism should be considered a disorder. These ppl are some of the brightest and most amazing ppl in the world! This little boy can write In Different fonts! I still struggle with cursive handwriting 🤣🤣 https://t.co/lzyPGD8IAy,Diagnosis
1436114603189153797,2022-04-06 23:46:15+00:00, ,1511852817547505669,en,0,0,0,0,Twitter for iPhone,"@capngonzo @brandi_cheek @Jesus_porvida We didn’t have the tools or research to recognize autism like we do today. So someone who was autistic may be diagnosed at mute or retarded or just strange. Now that we know what to look for, we can give the proper diagnosis for autistic people. Medicine does not cause autism.",Diagnosis
910130456775061505,2022-04-06 23:45:05+00:00, ,1511852523954524167,en,0,0,0,3,Buffer,Algorithm uses brain 'fingerprints' to detect autism https://t.co/d9oiEqxtls #Algorithm #AI #ArtificialIntelligence #autism #healthcare #HealthTech #technology #futurehealthcare #futuretechnology #futuremedicine https://t.co/9eFlCYHCvf,Diagnosis
742436592753606656,2022-04-06 23:42:49+00:00, ,1511851953621544963,en,0,0,0,0,Twitter Web App,Is there a test that can help differentiate an autistic from a dislexic person?,Diagnosis
1367328633342337026,2022-04-06 23:41:35+00:00, ,1511851645252079619,en,5,0,0,1,Twitter Web App,as DSM we believe Autism greatly varies from person to person. No two people with autism are alike! @apdkdisability @ActioNetwork @A_Pregel @KenyaYwca @mbogori_mercy @DTSK21 @KaranjaMEP @AMWIK @UhaiWetu @hope_doors @JackyWaiharo @EvelynWambui @evaamunga,Diagnosis
45499930,2022-04-06 23:38:13+00:00, ,1511850797557948418,en,48,0,1,9,Twitter for Android,"@FayeFahrenheit Autism is a part of humanity's neurological heritage, and any attempt to tear it out will do incredible damage to our species' already fraught survival chances.",Diagnosis
1367328633342337026,2022-04-06 23:37:35+00:00, ,1511850639231488005,en,3,1,0,3,Twitter Web App,"did you know About 1 percent of the world population has autism. (CDC, 2014)
As of 2018, eighty-five percent of college graduates affected by autism were unemployed (Market Watch, 2019 @DTSK21 @mbogori_mercy @enyawanza @LC_Policy @InternewsKE
@jackielidubwi
@Obwavo",Diagnosis
1388831166564732932,2022-04-06 23:36:56+00:00, ,1511850472608436224,en,0,0,0,0,Twitter for Android,"@bloodiedblkgwrl @dontperceivemii Not u calling autism a ""white people's disorder"" lol",Diagnosis
2669932138,2022-04-06 23:36:28+00:00, ,1511850354899623939,en,4,1,0,0,Twitter for Android,@SophieGJSlack I'd never say any of those to anyone who has autism. I understand that Autism is on a huge scale and that people will be on different parts of the scale and also it may affect people in different  ways. Well I love ya Soph 😘 💕,Diagnosis
1055884822047010816,2022-04-06 23:35:40+00:00, ,1511850155322056711,en,1,0,0,0,Twitter for Android,"me: I hc Grant Ward as autistic for reasons a, b, and c
random allistic: he doesn't seem autistic
me: oh I'm sorry what exactly do you define as SEEMING autistic ?",Diagnosis
547905726,2022-04-06 23:34:17+00:00, ,1511849808197214209,en,2,0,0,0,Twitter for iPhone,anyone brings up us history or particularly black us history n the autism leaps out of me i could damn near teach my intro to race class,Diagnosis
3441159940,2022-04-06 23:34:07+00:00, ,1511849767055368195,en,2,0,0,0,Twitter for Android,"No lie autism has to be an unlocking of the brain, like how does he do this - feel like they unlock a new portion of the brain but have to hinder others to do this https://t.co/tR0i1muflu",Diagnosis
565034988,2022-04-06 23:31:45+00:00, ,1511849169824239620,en,2,0,1,0,Twitter for iPhone,Autism isn’t a disability.. it’s literally a superpower https://t.co/ZVHuEC8UoW,Diagnosis
1199590794,2022-04-06 23:30:08+00:00, ,1511848760707620876,en,0,0,0,0,Postcron App,"As a therapist, have you wanted to learn how to treat Autism but did not know where to begin? My workshop teaches how to diagnose and treat severe and high functioning Autism. My next workshop is in Houston on December 10th at 11:00 AM. #Autism #Workshop  https://t.co/5NWwFyUXX4",Diagnosis
1305821980294180865,2022-04-06 23:27:08+00:00, ,1511848008874627073,en,1,0,0,1,Twitter for Android,"Fetuses in the womb successfully screened for Autism. 
https://t.co/cpK7YWeYcP
@Dakshkavita
@otkrsantosh @AutismEurope @AutismSupportIN @Action4AutismIN @merrybarua @RubySingh240365 @drAkhtar86 @IndianJournalOT @AditiMuranjan",Diagnosis
809229324813352960,2022-04-06 23:25:49+00:00, ,1511847674663735299,en,2,0,1,0,Twitter for Android,"@galaxysleeps I agree with you, but I also see my autistic self as disabled solely based on the impacts of how society has medicalized us.

Our ability to move through the world as our full selves is impacted by that.

That's why I also specified the *medical* definition of disability.",Diagnosis
1244785381532368898,2022-04-06 23:25:16+00:00, ,1511847538286075909,en,1,0,0,0,Twitter for iPhone,i think my whippit phase gave me autism,Diagnosis
429873661,2022-04-06 23:24:25+00:00, ,1511847324733030404,en,5,0,0,2,Twitter for iPhone,"Autism is no disability, 
just a diff ability🔥 https://t.co/O917IVQIak",Diagnosis
38309768,2022-04-06 23:23:43+00:00, ,1511847146663800835,en,5,1,0,0,Twitter for iPhone,"i don’t like that ppl treat autism like it’s cancer, it’s a different means of communication",Diagnosis
38309768,2022-04-06 23:22:28+00:00, ,1511846834829885441,en,13,0,2,0,Twitter for iPhone,that’s why is referred to as autism spectrum disorder because it is so vast. https://t.co/gCcBXCTVUE,Diagnosis
28063132,2022-04-07 23:57:52+00:00, ,1512218131644960771,en,1,0,3,0,Twitter for iPhone,"@ChicaLolita @StrangeAnima1 There’s plenty of harm when people make videos and gifsets of the brothers acting “autistic” and labelling it so. None of us know anything about their health or private lives so thirst yes, but keep the medical diagnosis to a doctor",Diagnosis
233609943,2022-04-07 23:56:40+00:00, ,1512217826957873165,en,13,1,2,6,Twitter for iPhone,"Diagnostic criteria are developed using white boys and men, failing to serve many neurodivergent girls and women.

https://t.co/CxftfJNRlQ",Diagnosis
1308583108334190592,2022-04-07 23:56:02+00:00, ,1512217669960876039,en,0,0,1,0,Twitter for iPhone,"@MarkFrockton @FoxNews More people are mildly autistic more than we know , most have never been diagnosed properly and aren’t as noticeable than the more severe cases .",Diagnosis
1340763706993553409,2022-04-07 23:52:00+00:00, ,1512216652116631559,en,2,0,0,0,Twitter for iPhone,When even your bio profs label autism as a mental illness instead of a neurodivergent class🤪🤪🥰💕😍,Diagnosis
73371324,2022-04-07 23:50:40+00:00, ,1512216316308082689,en,1,0,0,0,Twitter for iPad,@GShnuggy @Alex79uk I fall in the high functioning area of autism and this world is really not built for people like me.,Diagnosis
1128157458709368833,2022-04-07 23:49:38+00:00, ,1512216056923754497,en,0,0,3,0,Twitter for iPhone,"@giastans @LukianDonneyCic @oomftrustme @itsMyLe @thepinkestlips @Imposter_Edits So you can’t just say “Just because you have symptoms doesn’t mean you’re autistic” because if you’d actually been diagnosed you’d know it’s pretty easy to say someone has “low levels of autism” not meaning they have a small amount of autism, but rather a small amount of symptoms",Diagnosis
1168610640040210438,2022-04-07 23:46:39+00:00, ,1512215306609041416,en,2,0,1,0,Twitter for Android,"More evidence for the ""I-might-be-autistic"" file: I have a student who I read as autistic (she also told me once all her autistic friends think she might be) and she went into another prof (my friend's office). My friend said ""you remind me of Dr. [My last name]."" LMAO",Diagnosis
1128157458709368833,2022-04-07 23:46:20+00:00, ,1512215229240778752,en,0,0,1,0,Twitter for iPhone,"@giastans @LukianDonneyCic @oomftrustme @itsMyLe @thepinkestlips @Imposter_Edits you said in your words “just because someone has symptoms doesn’t mean they’re autistic” yes correct. But how do you then evaluate someone to have autism? you can’t just have “every sign of autism” and check off a list. At some point, “some” symptoms are enough.",Diagnosis
568770454,2022-04-07 23:46:16+00:00,c47c0bc571bf5427,1512215211310157824,en,1,0,0,0,Twitter for Android,"""These diagnostic requirements are outdated and more specific to the white male experience of autism, and until recently, most psychological testing done to diagnose autism was developed using the experiences and symptoms of cisgender white males."" https://t.co/o4FvTQQmug",Diagnosis
1128157458709368833,2022-04-07 23:45:00+00:00, ,1512214891914211328,en,0,0,2,0,Twitter for iPhone,@giastans @LukianDonneyCic @oomftrustme @itsMyLe @thepinkestlips @Imposter_Edits As someone who’s diagnosed you’re being extremely hypocritical right now. You’re claiming autism isn’t attributable to a person with symptoms. How would you then diagnose someone to have autism? Symptoms are what evaluates someone to have autism. Anyone can have symptoms?,Diagnosis
13584132,2022-04-07 23:41:43+00:00, ,1512214067410313219,en,0,0,0,0,Microsoft Power Platform,#RaviVisvesvarayaSharadaPrasad   https://t.co/FYMtUoQjJW Can MRI Provide Reliable Biomarkers for Autism Spectrum Disorder?,Diagnosis
58886045,2022-04-07 23:39:28+00:00, ,1512213499883233282,en,8,0,0,1,Twitter for iPhone,"i looked it up, &amp; half the kids who had the same brain features did not have autism(though we know how bad they are at clinical dx). regardless, brain MRI doesn’t work on a brain young enough to be aborted, so. we’re safe, from this, for now. https://t.co/0CuZYCtVUF",Diagnosis
1348807533721395201,2022-04-07 23:38:55+00:00, ,1512213360292425728,en,3,0,1,0,Twitter for Android,"@elpinananas @FormerVixen @BonnieG4984 @BlueMar27471608 Yes, there is a whole spectrum of autism from so-called ""neuro-typical"" through to other neurodivergent states. I think there are a lot more people who are on that spectrum than aren't considered so. I wonder sometimes if ""neuro-typical"" is even really a thing.",Diagnosis
1495954852438020103,2022-04-07 23:36:12+00:00, ,1512212678353334293,en,2,0,0,0,Twitter for iPhone,"@Peter_Meter_ @ZoaB_Ottawa @WrestleCringe I have Aspergers, which is a high functioning form of Autism. Please don’t lump us in with twats like this dude. He’s doesn’t have any excuse, he’s just a moron!",Diagnosis
1392232925148626950,2022-04-07 23:35:09+00:00, ,1512212414795857921,en,1,0,0,0,Twitter for iPhone,"anyone who receives an autism diagnosis should be evaluated for ehlers danlos syndrome and vice versa. there’s a link both ways that if you have one, you’re far more likely to have the other",Diagnosis
804018882990047232,2022-04-07 23:35:04+00:00, ,1512212390368137218,en,0,0,0,0,LinkedIn,There is an elephant in the room.  That is employers' resistance to hiring people with disabilities or #neurodiversity because they are worried about #performancemanagement and a supervisor's ability to hold accountability.  I have…https://t.co/paUrnDwvB8 https://t.co/UH3k62MFef,Diagnosis
